x,y,z
72.1445868570739,9.068462689841898,-40.58672599413081
32.63069135912464,3.3136474015167505,-14.858332645787051
18.396276666804624,0.5738500090706047,-9.508747228236157
108.0117143906189,11.140912454045186,-42.738996484746636
51.83313505755476,5.236424733221654,-21.57915329815608
64.12636885536566,10.13344453396168,-23.470653911945437
15.357661218986085,2.956477481762188,-6.610243584760729
28.92402005319417,7.700935377503221,-11.801007023302722
33.82757327029612,9.193674508204154,-17.0022950986208
57.18555789981414,17.708931088972943,-25.036749665491357
79.16527758594424,24.240310119077797,-38.61764694683048
55.537098731017046,21.67364566552481,-26.75755976495489
38.277140807417496,12.60023570051025,-22.057886790433827
54.891094401563464,19.890096884365214,-35.884161357522785
44.99446283115152,11.486483720584095,-30.176459456919673
39.22613805141125,8.834024624040813,-27.88127514342804
36.764068803349204,4.461513188706063,-23.281007457770976
67.23942488953884,6.6587800203010445,-40.855739432313754
44.78476331954636,-0.39671865699305237,-27.935479352330518
72.25915299134606,0.7290094640339725,-43.01946260064444
74.50827212020747,-0.9522360800600123,-36.43975755616741
53.930296449165354,-4.224794075852989,-27.107771592264903
40.46210270830282,-1.0467494277838068,-16.534075893941207
27.330277613907082,-2.4108319672680434,-9.946774848361414
30.416841683727707,0.9412735574813009,-10.066038491953856
40.889217050807744,2.249145219776081,-10.428384655045576
88.82513155883716,7.477251519930209,-24.797311539833945
38.22793962193214,5.818526476552915,-8.686167248780109
90.34763444972114,17.111275932652873,-27.811779515340312
118.54757532428576,12.931936149311241,-23.85512112159195
110.18921766653793,26.963193994556576,-26.522294852305738
56.11391052485393,13.013416335279702,-13.619803675706523
75.30426791855525,17.20076291787826,-16.539223555574935
23.9990898625266,5.916947744621447,-5.07260521826315
52.68507784470591,18.733402885842533,-12.617446368733436
96.70157661307408,28.648337382845398,-24.637064112207497
122.43235344536882,34.92082816477313,-30.45927933517467
77.35135140709333,22.593201458656235,-13.707080072715467
197.61880300442124,70.83722702658794,-74.57374371377372
84.9742494978123,32.565969380091246,-25.94222469481866
29.577009686178947,10.950120670996482,-7.509849643847638
34.79293025368006,15.983733379461574,-12.098808264560496
36.634805973706776,23.498800155600627,-19.86725829976831
12.694175600069364,5.555851252783794,-5.9566916633927836
87.47643774481992,38.48268011569249,-43.546269809102085
57.14123133416633,33.96887604503227,-35.25713502403074
37.62109114029971,18.754598232605225,-21.674110707028866
155.3958637728041,81.5586530837881,-84.00367669973457
33.566225539913304,17.554686666517313,-22.060798610702147
44.08243704154513,19.915622095239588,-33.96198197475199
65.52020522073289,34.04328179909707,-54.24791111292668
48.805377392537274,19.41076348630321,-40.97384412582084
21.16740009107804,9.136434322583495,-20.493819698142566
33.67335921371637,9.76900518501356,-28.97107567503919
60.36709761857171,17.279254078078797,-53.315012348394816
44.085831213049985,6.411198766682348,-42.08510429296011
35.89413233717838,7.133554732271637,-28.969473854838764
12.93694530207497,2.816210079201502,-12.490329237211029
67.05711764703051,7.955877292077936,-50.27605365926002
45.11472538931096,2.039595280622858,-37.64404602275449
24.611711541243153,-0.08221686340350387,-21.45445458329054
18.761663344307603,-4.84436694038011,-9.619548146563405
53.89738285727635,-11.7842849946119,-27.70128781097893
63.673388696535234,-15.896662295840054,-22.18195089601887
43.55060529141491,-6.83249116962412,-16.8545266694338
19.621865719347184,-2.8128347994477667,-4.791202664326866
76.60291610385003,-9.040138684623871,-18.680103847396396
48.762340725346164,-4.139778649743822,-13.161031526018604
97.05476968440693,-15.924428427262859,-23.440607617842815
48.39126425515861,-0.8671314645043637,-6.8763394345691395
81.58406243571054,-4.647222207337382,-11.03865982627843
42.402264772708875,4.573461880970125,-3.061065645176628
116.80650841391511,15.336070976756606,-6.293478752313231
77.1291482185208,17.069196641223712,-7.143613001614017
41.665832205119415,9.976045318489524,-1.4932590107812658
89.92583434690617,23.54839625389799,-4.061562446990986
41.432591569571194,14.882221279831569,-3.4617487996803065
85.17858511396123,29.57801298967494,-5.326666475704358
40.693359671993505,20.93515610098675,-6.970472939320755
73.66254107926957,55.10375163346771,-21.473774658655422
40.69549040103478,26.862536472714595,-8.575462218206603
92.39515204131655,56.69721942471212,-28.12324597998494
26.624300061503995,22.35042807227653,-12.300345160171412
12.328017350436586,10.47124559024033,-5.539580171912478
41.087967184454484,31.258640880080847,-19.13473309186046
53.720530858462844,42.41553686193636,-23.515238750492717
22.626609099275434,16.286820155138642,-14.705266196954707
40.14864922459937,33.17694749434373,-26.3845398954919
66.52355608122953,59.359133690437034,-39.28629454028664
24.219350185319477,18.835021724925536,-20.21665777829995
46.81536533721393,35.23170927404939,-52.61839237475016
22.334656976839387,14.969919023029579,-22.20317253584203
71.26484973993395,49.91338023558802,-68.6816695319041
33.36498048455167,21.755033050558215,-34.54530227500309
23.601054417397346,13.753904697141008,-30.199166905250962
15.786643510149151,8.268033388111977,-19.550960855503675
