,r_med,l_med,b_med,pmra,pmdec,std_pmra,std_pmdec
0,187.37808839215768,9.473684210526315,-85.26315789473685,20.39632462226481,-20.355509285969497,45.44548356804551,37.07509393849824
1,187.37808839215768,28.421052631578945,-85.26315789473685,28.027874808726764,-24.087528488941015,85.80805997656581,123.09440034296142
2,187.37808839215768,47.368421052631575,-85.26315789473685,30.149371102156692,-17.95483189948777,58.382921000848796,44.82431748361037
3,187.37808839215768,66.3157894736842,-85.26315789473685,22.85875235118826,-21.60868704744695,53.61557439606543,35.30868200290674
4,187.37808839215768,85.26315789473684,-85.26315789473685,29.330315278896602,-20.4880356730575,78.83680464823155,42.22551435199038
5,187.37808839215768,104.21052631578947,-85.26315789473685,26.639029615868807,-18.41673227134943,59.981635608123966,41.07905998084603
6,187.37808839215768,123.1578947368421,-85.26315789473685,27.129387878217358,-20.59523515750295,72.57893196665506,49.74972393767412
7,187.37808839215768,142.10526315789474,-85.26315789473685,27.965065081141873,-19.680796192599615,50.81121764003634,39.75362641813449
8,187.37808839215768,161.05263157894734,-85.26315789473685,28.33526605344418,-15.77462862010732,69.26106147624765,49.67978347516265
9,187.37808839215768,180.0,-85.26315789473685,23.05971415395222,-15.582109369096596,58.47531737712194,39.49290430948641
10,187.37808839215768,198.9473684210526,-85.26315789473685,22.197457559681006,-19.11907802701624,51.58718957524023,47.67924162602402
11,187.37808839215768,217.89473684210526,-85.26315789473685,20.46914446642625,-14.291678997922332,43.93104531082896,40.71425809618748
12,187.37808839215768,236.84210526315786,-85.26315789473685,21.3283919434844,-13.444271478610856,58.865652051881106,40.66748737815652
13,187.37808839215768,255.78947368421052,-85.26315789473685,26.021862867917857,-20.041664098370426,56.93908708414131,70.28363238484502
14,187.37808839215768,274.7368421052631,-85.26315789473685,22.261888012136154,-18.21118452269453,58.31987710490706,51.042580924920976
15,187.37808839215768,293.6842105263158,-85.26315789473685,30.41219765989824,-13.650780832754505,59.97773512300185,34.86972357151755
16,187.37808839215768,312.6315789473684,-85.26315789473685,29.256766623213302,-12.28562806738284,61.4782879305168,39.15052876724357
17,187.37808839215768,331.57894736842104,-85.26315789473685,25.995103883418157,-17.306948504440513,49.25768148827624,48.001509143270624
18,187.37808839215768,350.52631578947364,-85.26315789473685,29.064550386474256,-19.756687563824403,57.77139755618727,47.62684092203076
19,187.37808839215768,9.473684210526315,-75.78947368421052,22.025037665827476,-19.92908274170977,57.170992498805184,38.447432622638544
20,187.37808839215768,28.421052631578945,-75.78947368421052,18.357971492639244,-21.36430623875095,50.00400968977938,41.699580393947414
21,187.37808839215768,47.368421052631575,-75.78947368421052,26.79525250195308,-26.248045176495076,89.02917571664261,123.94467596227051
22,187.37808839215768,66.3157894736842,-75.78947368421052,24.539512791853966,-19.67116785653688,72.70918011834168,42.88859909173433
23,187.37808839215768,85.26315789473684,-75.78947368421052,23.319304336472825,-18.006263990834352,53.31511461353587,34.607074642449426
24,187.37808839215768,104.21052631578947,-75.78947368421052,22.757495706336467,-22.058052825973245,54.25484292810921,61.69506978431164
25,187.37808839215768,123.1578947368421,-75.78947368421052,19.249664903096168,-21.390420878650207,49.59605807096277,44.87750930154076
26,187.37808839215768,142.10526315789474,-75.78947368421052,23.668619678266975,-23.26618492119522,58.94643106342497,47.263509656551726
27,187.37808839215768,161.05263157894734,-75.78947368421052,24.575709155181638,-17.821463866880677,58.231454452594996,45.38958488987379
28,187.37808839215768,180.0,-75.78947368421052,25.259871801790293,-21.849471225856988,62.40785092953344,60.87377967443075
29,187.37808839215768,198.9473684210526,-75.78947368421052,25.590060582023455,-14.49005113280264,61.963289709696625,41.80039623178889
30,187.37808839215768,217.89473684210526,-75.78947368421052,25.555864036464936,-14.571734630872907,54.82213715317178,49.71655390351905
31,187.37808839215768,236.84210526315786,-75.78947368421052,25.186927825783798,-14.066599762031737,57.20699363128894,45.29662936159392
32,187.37808839215768,255.78947368421052,-75.78947368421052,24.520968965739005,-11.410150468389212,59.02839453939707,40.550054536961916
33,187.37808839215768,274.7368421052631,-75.78947368421052,29.679613863197247,-13.508445831275726,72.42586827234611,42.33152919703977
34,187.37808839215768,293.6842105263158,-75.78947368421052,23.85229300124944,-18.67978205831988,53.8474170040595,82.6287066101427
35,187.37808839215768,312.6315789473684,-75.78947368421052,26.949220309879127,-16.1928669226365,59.18856302298574,41.580984311877145
36,187.37808839215768,331.57894736842104,-75.78947368421052,25.72008157628259,-17.30801551015408,59.99163927035595,39.12987411583481
37,187.37808839215768,350.52631578947364,-75.78947368421052,34.21385694323396,-20.494643740658425,216.46417793918948,93.76330317564464
38,187.37808839215765,9.473684210526315,-66.31578947368422,25.998315968840775,-20.066190205359245,201.25650430009023,54.32188302312753
39,187.37808839215765,28.421052631578945,-66.31578947368422,20.687504016188846,-21.189485013163807,59.367628775604295,35.69635315711177
40,187.37808839215765,47.368421052631575,-66.31578947368422,19.528168161604235,-22.470134687843952,51.657172225523055,41.99378760239927
41,187.37808839215765,66.3157894736842,-66.31578947368422,22.370078903345085,-20.204461647293368,56.666380195076,38.76920765354353
42,187.37808839215765,85.26315789473684,-66.31578947368422,20.259552576420873,-20.589928367373293,60.67297522960715,37.96612560706074
43,187.37808839215765,104.21052631578947,-66.31578947368422,20.369682993858643,-21.51256524567265,54.28921629030315,39.42635921498859
44,187.37808839215765,123.1578947368421,-66.31578947368422,21.48239009046067,-21.58180001827169,50.16989709094028,38.21544937809457
45,187.37808839215765,142.10526315789474,-66.31578947368422,20.295589022616632,-19.440322037297136,49.606221615206884,41.9975134884406
46,187.37808839215765,161.05263157894734,-66.31578947368422,21.40951615559186,-17.855820565953746,56.49440612652134,41.04279442940814
47,187.37808839215765,180.0,-66.31578947368422,21.218593099191402,-16.007219221082128,47.94071453928395,37.63438852795878
48,187.37808839215765,198.9473684210526,-66.31578947368422,21.478855890429987,-13.562113875173667,49.25630048197234,44.74803592488399
49,187.37808839215765,217.89473684210526,-66.31578947368422,23.50432796304796,-11.375185266250059,52.563134297853395,49.34312168108074
50,187.37808839215765,236.84210526315786,-66.31578947368422,22.437770961924254,-9.706312655861918,54.0211865967602,49.72536991874997
51,187.37808839215765,255.78947368421052,-66.31578947368422,25.469708335412705,-6.878200369355614,54.620004301300625,45.5530631169968
52,187.37808839215765,274.7368421052631,-66.31578947368422,25.16317112436567,-4.4599187577564665,76.68282845330386,43.437446985530734
53,187.37808839215765,293.6842105263158,-66.31578947368422,25.18872750848826,-6.284555824448875,57.29159533483906,38.64439819616945
54,187.37808839215765,312.6315789473684,-66.31578947368422,25.98731586376158,-15.59874356040616,60.06835328487495,42.63381638685742
55,187.37808839215765,331.57894736842104,-66.31578947368422,21.47120468934129,-19.210136628288126,53.58922524576915,41.84284224642665
56,187.37808839215765,350.52631578947364,-66.31578947368422,25.375729778636163,-19.275874329821836,53.508073265634046,44.883706182342046
57,187.37808839215768,9.473684210526315,-56.8421052631579,19.276146646610012,-22.178204940251423,52.15403136459169,38.64264940090763
58,187.37808839215768,28.421052631578945,-56.8421052631579,19.39990441104539,-20.545672979130476,47.208213610563895,39.1581314563553
59,187.37808839215768,47.368421052631575,-56.8421052631579,16.971814198927785,-22.891099270061407,50.76315158818969,46.268351962688754
60,187.37808839215768,66.3157894736842,-56.8421052631579,21.32409267700787,-20.643238509527098,61.2553825286579,38.13043065668545
61,187.37808839215768,85.26315789473684,-56.8421052631579,21.208766641614737,-22.928225563573733,69.84547613576242,62.9511040131905
62,187.37808839215768,104.21052631578947,-56.8421052631579,18.045739306334248,-21.080020625136452,49.88248246535947,46.279285190725325
63,187.37808839215768,123.1578947368421,-56.8421052631579,18.440362214355208,-22.60401525279937,52.781396318066214,48.15833772628124
64,187.37808839215768,142.10526315789474,-56.8421052631579,18.402815821427488,-21.272633202102774,50.32994866495735,42.50515060393577
65,187.37808839215768,161.05263157894734,-56.8421052631579,19.371740941816174,-23.899930832604003,87.9641747700843,64.44954377715459
66,187.37808839215768,180.0,-56.8421052631579,21.18316466907942,-19.66182068168526,49.64932221694042,43.22237385439952
67,187.37808839215768,198.9473684210526,-56.8421052631579,20.181276710878894,-14.669714881673556,45.27206098775084,41.36470890874679
68,187.37808839215768,217.89473684210526,-56.8421052631579,23.17375095840856,-7.029009065310694,47.61867768944224,48.90582811196843
69,187.37808839215768,236.84210526315786,-56.8421052631579,20.24349528958737,-5.2851760537562535,51.706870988779926,58.24592695832259
70,187.37808839215768,255.78947368421052,-56.8421052631579,24.09251216221909,0.3471699503849897,85.423807567654,52.52056301636775
71,187.37808839215768,274.7368421052631,-56.8421052631579,23.104610259177633,0.9058396388372449,45.18965506810576,45.06239986941312
72,187.37808839215768,293.6842105263158,-56.8421052631579,26.427915532231815,-3.2932871181020955,56.316733453625545,41.752322097334506
73,187.37808839215768,312.6315789473684,-56.8421052631579,23.560490202963482,-12.00032964743205,62.53767675539089,42.40703027444691
74,187.37808839215768,331.57894736842104,-56.8421052631579,20.39597172212822,-19.302593878100385,51.80648762102985,37.02247441836033
75,187.37808839215768,350.52631578947364,-56.8421052631579,22.402027534937595,-22.108183250468414,50.797505669691645,45.69821276387041
76,187.37808839215765,9.473684210526315,-47.36842105263158,14.748012283515694,-23.817937497600102,76.40983999003105,42.160888574812674
77,187.37808839215765,28.421052631578945,-47.36842105263158,15.153202019075676,-23.176327263760363,48.5252387863162,39.680914930397606
78,187.37808839215765,47.368421052631575,-47.36842105263158,15.788814944651303,-21.544348343546396,43.80751545365184,42.98808398051896
79,187.37808839215765,66.3157894736842,-47.36842105263158,19.505264260079468,-20.88649170875991,51.396627498274,42.668264421084764
80,187.37808839215765,85.26315789473684,-47.36842105263158,21.29135914969623,-19.25702650388675,57.02170068465252,35.963007747039775
81,187.37808839215765,104.21052631578947,-47.36842105263158,18.027831242728087,-18.332646829429798,51.7062287961796,36.24295439469753
82,187.37808839215765,123.1578947368421,-47.36842105263158,18.308578648946384,-22.003814062779572,52.73021540319231,39.06523233463133
83,187.37808839215765,142.10526315789474,-47.36842105263158,18.868143344517584,-21.86597337399961,52.415118395506035,35.41497617276895
84,187.37808839215765,161.05263157894734,-47.36842105263158,18.82569569298669,-21.11356411926907,62.27237766102536,53.585896086642414
85,187.37808839215765,180.0,-47.36842105263158,19.3021162792099,-19.62260510811683,49.7442731065662,46.68581590895573
86,187.37808839215765,198.9473684210526,-47.36842105263158,18.695258566536257,-16.161145318444717,51.885520956436025,66.80442452274715
87,187.37808839215765,217.89473684210526,-47.36842105263158,16.844987704516914,-9.555582391180623,38.951299705667964,46.41657011057497
88,187.37808839215765,236.84210526315786,-47.36842105263158,17.152713789381266,-1.7262163401142245,42.54296800106243,50.93692295761977
89,187.37808839215765,255.78947368421052,-47.36842105263158,18.41418549991007,6.501330044824478,41.264556110745495,48.96966717257725
90,187.37808839215765,274.7368421052631,-47.36842105263158,22.506114526415377,8.495026040540473,59.25538514506871,49.19864921671041
91,187.37808839215765,293.6842105263158,-47.36842105263158,25.153517948346437,0.9228824237816855,60.47384148052494,46.641441517662265
92,187.37808839215765,312.6315789473684,-47.36842105263158,23.579058094255462,-13.887921691165566,55.3588032509518,44.09560326093232
93,187.37808839215765,331.57894736842104,-47.36842105263158,20.372111500413386,-20.892849404044053,89.8408846241367,61.18654052762162
94,187.37808839215765,350.52631578947364,-47.36842105263158,16.308422959821584,-25.08705812525869,47.287191342461725,43.5063264736631
95,187.37808839215768,9.473684210526315,-37.89473684210527,12.148287819316822,-24.374141732219393,36.60644542173383,38.48306383068818
96,187.37808839215768,28.421052631578945,-37.89473684210527,12.45830403729084,-23.464566460466642,43.95088345840163,63.45160189916437
97,187.37808839215768,47.368421052631575,-37.89473684210527,15.001470001807105,-19.735862867274584,47.347742996066536,35.1213526064055
98,187.37808839215768,66.3157894736842,-37.89473684210527,15.562125744879035,-17.11699241970262,49.793625048408536,36.905725017797835
99,187.37808839215768,85.26315789473684,-37.89473684210527,17.411617911734808,-18.10338445951407,53.73260156815509,39.40615334858715
100,187.37808839215768,104.21052631578947,-37.89473684210527,18.28639217530057,-17.36137611290646,57.04975548243658,40.23795032524946
101,187.37808839215768,123.1578947368421,-37.89473684210527,15.263667211523472,-19.194861653239087,48.57645726941007,33.06934237852135
102,187.37808839215768,142.10526315789474,-37.89473684210527,19.02581152158173,-20.37404204886822,56.07776347013578,35.01929690000566
103,187.37808839215768,161.05263157894734,-37.89473684210527,16.725640038690287,-23.613737688798984,41.87272487381999,36.1687283801698
104,187.37808839215768,180.0,-37.89473684210527,16.065637027387016,-21.534456882777768,43.48551646334983,43.47083972258209
105,187.37808839215768,198.9473684210526,-37.89473684210527,12.6728975341203,-16.198882994525636,51.81677465831609,71.24023972231467
106,187.37808839215768,217.89473684210526,-37.89473684210527,12.855566925964856,-9.194112677836928,33.83163464697791,40.79283568559865
107,187.37808839215768,236.84210526315786,-37.89473684210527,11.721018924040461,-0.34765861273843796,34.08953688342248,47.00473895432548
108,187.37808839215768,255.78947368421052,-37.89473684210527,12.421146396929785,6.974356107010434,121.69827364411258,113.68012935838698
109,187.37808839215768,274.7368421052631,-37.89473684210527,13.511236485668075,15.738545659390303,41.47184261047871,55.72012150338232
110,187.37808839215768,293.6842105263158,-37.89473684210527,20.352988236695488,9.541370289230663,41.787085629272816,41.79914945130378
111,187.37808839215768,312.6315789473684,-37.89473684210527,22.535925959836884,-16.88258484260839,60.05365685503182,41.13012175984804
112,187.37808839215768,331.57894736842104,-37.89473684210527,14.64255142756392,-25.323525934707405,43.37919602396161,43.01578553211218
113,187.37808839215768,350.52631578947364,-37.89473684210527,11.608413276589879,-27.774849235894067,41.05021031163745,52.69672787420782
114,187.37808839215768,9.473684210526315,-28.421052631578952,7.677101469491147,-24.526460530340472,36.044427366521454,43.18080332586573
115,187.37808839215768,28.421052631578945,-28.421052631578952,7.701584580330665,-21.400705588629183,36.64778216623451,41.84770590059716
116,187.37808839215768,47.368421052631575,-28.421052631578952,10.406036595273262,-17.52310360114238,38.2283740416252,34.78248961112797
117,187.37808839215768,66.3157894736842,-28.421052631578952,12.627383110435966,-15.124704544803961,40.73113159427038,36.332383911363024
118,187.37808839215768,85.26315789473684,-28.421052631578952,14.032280901707836,-14.215924066536452,46.22242788495132,34.017343106956595
119,187.37808839215768,104.21052631578947,-28.421052631578952,15.107302295459666,-15.278683193692197,53.238631714835854,35.98624230271887
120,187.37808839215768,123.1578947368421,-28.421052631578952,13.25743392583732,-15.703849311545289,51.69735392769705,31.039375292251112
